GISJOIN,GEOGYEAR,ZCTAA,CL8AA1990,CL8AA1990L,CL8AA1990U,CL8AA2000,CL8AA2000L,CL8AA2000U,CL8AA2010,CL8AA2020,CL8AA2020L,CL8AA2020U
"G78121","2010","78121",4546.09,3600,6410,7528.18,7295,8246,11381,14794.86,14263,16019
"G78122","2010","78122",375.64,336,408,435.51,413,436,418,398.25,363,406
"G78123","2010","78123",2042.20,1227,2298,2352.87,1728,2378,2397,2248.00,2168,2294
"G78124","2010","78124",3641.27,3252,4402,5111.47,4749,5901,5609,7173.34,6550,8341
"G78125","2010","78125",91.99,41,117,121.96,78,126,96,81.57,66,86
"G78130","2010","78130",32760.87,31994,33835,43044.16,42660,43737,59546,88333.75,88275,88484
"G78132","2010","78132",6922.92,6351,7925,11384.31,10498,13259,19139,37874.16,35489,39704
"G78133","2010","78133",8059.92,7587,8436,13471.19,12236,14122,16269,21343.69,20459,23454
"G78140","2010","78140",2893.86,2785,3069,3323.80,3318,3431,3380,3514.27,3498,3618
"G78141","2010","78141",639.69,573,716,607.32,597,624,596,648.00,648,648
"G78142","2010","78142",143.00,143,143,127.00,127,127,119,119.00,108,119
"G78143","2010","78143",61.80,0,70,49.09,10,56,85,81.00,56,97
"G78144","2010","78144",46.10,0,71,34.00,34,34,45,36.00,36,36
"G78145","2010","78145",128.91,85,131,124.00,124,124,103,89.00,89,89
"G78146","2010","78146",836.93,533,905,858.31,847,859,771,600.00,579,617
"G78147","2010","78147",1657.00,1657,1657,1852.00,1852,1852,1919,1825.00,1825,1825
"G78148","2010","78148",17212.40,10244,17604,18522.93,13821,18950,20139,21536.00,20192,21631
"G78150","2010","78150",233.68,0,4040,219.84,0,3803,11,9.00,9,9
"G78151","2010","78151",1530.31,1512,1600,1462.29,1430,1508,1347,1257.92,1242,1261
"G78152","2010","78152",1652.17,1497,1700,2137.99,2008,2208,2294,2568.77,2318,2667
"G78154","2010","78154",11452.34,11000,18477,19640.57,19084,24825,30347,41497.07,40181,43717
"G78155","2010","78155",33424.30,32042,34478,40421.45,39615,40886,45341,51753.30,50947,52438
"G78159","2010","78159",911.97,886,935,864.64,855,865,1023,851.00,834,851
"G78160","2010","78160",3095.78,2753,3634,3600.61,3381,3738,4273,4695.30,4619,4888
"G78161","2010","78161",536.97,200,872,762.83,504,799,864,833.71,606,903
"G78162","2010","78162",354.31,312,375,387.69,387,399,375,313.00,313,372
"G78163","2010","78163",3702.68,2514,3899,7605.93,6121,7960,9838,15352.53,13894,15844
"G78164","2010","78164",4030.97,3913,4215,3978.65,3962,3989,3796,3579.26,3531,3604
"G78201","2010","78201",44319.66,43535,45093,47496.51,46889,48157,45307,41902.51,41384,42302
"G78202","2010","78202",11691.59,11663,11702,11732.92,11722,11754,11691,11373.00,11373,11373
"G78203","2010","78203",7060.84,7031,7107,5622.55,5588,5676,6099,5687.13,5660,5744
"G78204","2010","78204",11600.09,11342,11685,11839.22,11699,11918,11125,10983.49,10929,11345
"G78205","2010","78205",1482.90,1446,1517,1524.61,1520,1525,1453,2366.00,2346,2366
"G78207","2010","78207",58912.88,58191,59473,56938.63,56714,57357,55514,51778.96,51619,51927
"G78208","2010","78208",5007.00,5007,5007,5079.00,5079,5079,3736,3877.00,3877,3877
"G78209","2010","78209",35075.10,34084,45067,40309.64,39799,47134,39197,41811.86,41253,42121
"G78210","2010","78210",38190.04,37444,38977,37633.83,36823,38284,36865,33505.66,32850,33812
"G78211","2010","78211",31044.08,30654,31494,30781.12,30484,31144,31944,30029.94,29818,30165
"G78212","2010","78212",29948.76,29727,30131,31079.97,30877,31256,28415,26670.82,26550,26728
"G78213","2010","78213",35016.55,32083,37303,38604.91,34913,41120,40396,40519.55,37724,42067
"G78214","2010","78214",23530.05,23311,23870,23556.75,23345,23870,23341,22310.65,22226,22428
"G78215","2010","78215",1237.00,1187,1240,1413.48,1329,1428,1150,3619.00,3619,3619
"G78216","2010","78216",33669.81,31550,37598,37919.38,35271,42742,40267,40218.05,38206,42767
"G78217","2010","78217",30166.12,28829,33003,32105.12,30654,34108,32165,33928.63,33899,34626
"G78218","2010","78218",28012.69,25032,37682,28828.61,26334,35453,31917,36044.74,35721,36163
"G78219","2010","78219",13988.48,13492,14170,14005.91,13535,14216,15225,16512.22,15803,17742
"G78220","2010","78220",15801.18,15527,16626,15917.15,15633,16491,15965,17359.61,16487,17789
"G78221","2010","78221",33106.57,32574,33320,34820.90,34352,35152,35990,39985.42,39812,39998
"G78222","2010","78222",14075.77,13730,15544,15969.94,15675,16072,19408,25425.40,25188,25679
"G78223","2010","78223",39612.17,37420,41814,43448.45,42575,45505,50637,55498.61,54996,56568
"G78224","2010","78224",14886.23,14537,15329,14934.71,14634,15343,17601,21807.10,21758,22110
"G78225","2010","78225",13565.53,13454,13738,13742.03,13662,13854,13025,12525.96,12440,12610
"G78226","2010","78226",9198.14,7253,10031,8861.67,8234,9859,6648,7115.81,6787,7614
"G78227","2010","78227",39200.19,38191,51614,40467.28,39407,47295,46077,46427.59,44381,46692
"G78228","2010","78228",56947.97,55807,58872,57760.60,56776,59633,58811,56774.96,55660,58862
"G78229","2010","78229",23771.42,20969,27801,28533.48,25598,33590,28804,32905.01,30968,36612
"G78230","2010","78230",29825.69,28813,31091,35874.66,34921,37077,39089,41955.65,40897,43723
"G78231","2010","78231",7292.66,5630,10413,8130.79,6474,11374,7906,8795.59,7276,11378
"G78232","2010","78232",26290.86,25454,30380,33587.65,32692,35162,35120,35913.93,34506,37610
"G78233","2010","78233",35060.51,33684,36625,35500.22,34030,36843,43710,48590.76,46604,50010
"G78234","2010","78234",8175.13,0,8246,5460.29,782,5508,7126,7329.00,7320,7329
"G78235","2010","78235",771.98,0,885,643.66,0,706,357,2307.00,1826,2307
"G78236","2010","78236",8758.60,2,9420,7763.47,1280,8330,10392,9885.03,9877,11184
"G78237","2010","78237",38053.87,36834,39152,35816.21,34928,36562,36929,36107.48,35587,37042
"G78238","2010","78238",20033.53,19053,20421,20170.31,18890,20663,23514,25665.45,24042,26258
"G78239","2010","78239",23185.84,22642,23971,25560.81,25126,25712,28736,32606.47,32270,32831
"G78240","2010","78240",33489.97,28338,37578,43680.03,38661,46841,51111,56436.01,52729,58126
"G78242","2010","78242",24494.38,24479,24631,28761.95,28753,28786,31395,33283.00,33283,33283
"G78243","2010","78243",226.22,0,578,307.90,0,316,235,235.00,235,235
"G78244","2010","78244",12755.54,8314,13647,19398.31,18124,22432,30757,40990.31,39912,41876
"G78245","2010","78245",23456.05,21907,24490,30805.18,30711,32259,56511,94122.55,93912,95133
"G78247","2010","78247",25562.28,24572,27335,39912.43,38858,41802,49176,50052.53,48339,54444
"G78248","2010","78248",4020.62,357,4469,12495.09,8498,13346,13638,13562.97,12306,14431
"G78249","2010","78249",18990.89,16152,21738,33269.00,31794,36268,49951,58432.90,57154,59412
"G78250","2010","78250",35610.08,34365,37288,50913.94,50461,53905,54903,54263.83,54262,54612
"G78251","2010","78251",13932.99,13247,17150,26334.70,25032,26811,49435,60281.00,60281,60281
"G78252","2010","78252",1698.13,1101,1854,3951.62,3439,4030,7372,15052.96,14247,15254
"G78253","2010","78253",4198.93,2533,4456,9464.25,9277,9831,29007,63234.28,63230,63963
"G78254","2010","78254",8930.19,7379,10337,16397.27,13354,16858,44817,75972.65,75795,76680
"G78255","2010","78255",2896.35,1733,3971,4070.75,2617,5169,10826,17682.86,16643,19494
"G78256","2010","78256",1574.97,567,1575,3667.56,1224,3695,6855,13920.00,13920,13920
"G78257","2010","78257",1357.37,1343,3991,2321.96,2310,4432,3950,11653.54,11628,11661
"G78258","2010","78258",1913.76,259,3341,13351.20,11588,15762,40586,49736.16,47670,51130
"G78259","2010","78259",3938.53,3004,3992,9263.93,8327,9300,22660,31030.35,28237,31035
"G78260","2010","78260",2664.01,2101,4232,6730.85,5302,8886,24844,37088.03,36676,38321
"G78261","2010","78261",473.62,131,487,1149.71,656,1167,13513,27415.00,27415,27415
"G78263","2010","78263",3333.26,2566,3572,4312.58,4154,4482,4673,5067.31,4689,5418
"G78264","2010","78264",5723.86,5284,6320,9574.66,8924,10185,12339,14759.90,14023,15262
"G78266","2010","78266",2052.92,1806,2279,2775.40,2499,3082,5591,7446.90,7273,9498
"G78330","2010","78330",874.00,874,888,795.00,795,795,878,761.00,761,761
"G78332","2010","78332",27722.99,27415,28182,28201.88,27965,28363,28710,27015.92,26919,27224
"G78335","2010","78335",0.00,0,0,2.00,2,2,4,12.00,12,12
"G78336","2010","78336",10152.97,10074,10184,11953.03,11953,11955,11949,11987.80,11970,12192
"G78338","2010","78338",19.59,0,28,43.00,43,43,37,27.00,0,27
"G78339","2010","78339",758.31,431,887,737.46,465,811,632,663.93,446,717
"G78340","2010","78340",479.78,447,492,439.19,423,448,379,341.00,341,341
"G78341","2010","78341",2225.71,2003,2707,2116.16,2051,2273,1760,1393.01,1379,1410
"G78342","2010","78342",327.20,282,366,382.31,349,440,386,417.92,311,464
"G78343","2010","78343",4696.25,4649,4849,4810.54,4810,4817,4525,4491.00,4491,4491
"G78344","2010","78344",546.62,525,699,506.98,502,507,474,275.71,272,276
"G78349","2010","78349",633.96,389,783,578.18,560,603,505,318.45,303,321
"G78351","2010","78351",556.01,556,557,679.00,679,679,621,575.00,575,575
"G78352","2010","78352",424.59,394,428,412.19,387,415,179,226.00,226,226
"G78353","2010","78353",613.93,408,667,584.07,516,585,433,371.00,361,371
"G78355","2010","78355",7853.11,7678,7952,7677.52,7668,7759,7081,7019.76,6989,7036
"G78357","2010","78357",3739.05,3427,4120,3767.04,3550,3937,3161,2831.99,2741,2875
"G78358","2010","78358",647.87,531,1051,797.41,778,826,709,870.09,847,906
"G78359","2010","78359",2493.88,2476,2508,2342.95,2341,2348,1944,1908.00,1908,1920
"G78361","2010","78361",5149.00,5055,5350,5367.27,5332,5399,5350,4904.04,4874,4905
"G78362","2010","78362",6485.38,6417,6576,10303.52,10296,10339,9447,10265.85,10263,10347
"G78363","2010","78363",28552.79,28252,28618,29914.37,29909,29920,30463,29373.29,29338,29384
"G78368","2010","78368",9760.13,9697,9842,10049.65,10049,10051,9227,8734.46,8665,8815
"G78369","2010","78369",435.01,351,509,1037.32,1036,1039,444,266.00,266,266
"G78370","2010","78370",4488.41,4485,4519,4821.81,4819,4847,4877,4753.00,4753,4753
"G78371","2010","78371",340.85,196,444,448.68,447,450,404,294.29,290,297
"G78372","2010","78372",3581.16,3352,3637,4596.77,4520,4642,5452,5583.31,5413,5638
"G78373","2010","78373",2296.00,2296,2296,3457.00,3457,3457,3585,3130.00,3130,3130
"G78374","2010","78374",12999.57,12962,13048,15780.93,15731,15794,16620,20567.15,20486,20570
"G78375","2010","78375",3747.90,3673,3815,3551.37,3470,3558,3352,3065.92,3052,3066
"G78376","2010","78376",703.43,473,875,598.99,551,663,554,315.05,312,340
"G78377","2010","78377",4035.55,4032,4040,3933.09,3925,3935,3821,3567.00,3567,3567
"G78379","2010","78379",1540.18,1486,1557,1625.63,1620,1631,1585,1624.00,1615,1624
"G78380","2010","78380",22218.81,20590,22979,24019.97,23658,24698,23141,23278.22,23054,23750
"G78382","2010","78382",14578.19,14175,14700,18539.59,18511,18561,19364,19681.11,19441,19722
"G78383","2010","78383",2179.72,2084,2496,3128.15,3022,3333,3539,3680.43,3656,3893
"G78384","2010","78384",6467.75,6158,7009,6781.09,6595,7147,6640,5702.92,5659,5788
"G78385","2010","78385",312.01,18,340,272.99,270,273,277,256.01,256,259
"G78387","2010","78387",9334.89,9078,9641,9911.33,9896,9920,9574,9956.00,9867,10069
"G78389","2010","78389",1347.02,958,1726,1629.92,1589,1715,1541,1432.31,1296,1603
"G78390","2010","78390",6435.18,6405,6479,6446.59,6432,6465,5616,5197.00,5185,5198
"G78391","2010","78391",360.86,308,365,339.74,312,340,325,281.00,281,281
"G78393","2010","78393",2527.22,2515,2560,2494.81,2486,2511,2379,2140.00,2140,2140
"G78401","2010","78401",5883.91,5672,5936,4617.65,4496,4641,5391,4726.16,4686,4738
"G78402","2010","78402",450.00,449,451,452.49,450,455,536,607.00,607,607
"G78404","2010","78404",17178.70,16922,17591,17101.86,16816,17437,17236,15310.88,15198,15409
"G78405","2010","78405",17435.56,17021,17950,17344.95,17340,17746,16867,14201.74,14010,14554
"G78406","2010","78406",1405.13,1361,1588,1790.29,1774,1792,1413,1205.77,1196,1237
"G78407","2010","78407",5320.55,5262,5324,3700.32,3678,3702,2955,1676.00,1676,1676
"G78408","2010","78408",11066.95,10348,11119,11161.49,10513,11191,12061,10995.26,10150,10996
"G78409","2010","78409",2622.18,2447,2841,3263.57,3254,3511,2939,2734.00,2734,3227
"G78410","2010","78410",20923.12,20841,21981,23116.77,23027,23131,26387,29593.23,29418,29603
"G78411","2010","78411",27533.55,27314,27974,27674.83,27514,28156,28024,26322.51,26256,26470
"G78412","2010","78412",33558.06,32596,33662,34098.59,33834,34122,36003,38839.00,38754,38852
"G78413","2010","78413",28280.40,28231,29960,34609.52,34448,36642,36953,37962.09,37574,38367
"G78414","2010","78414",8574.87,6997,8600,15513.78,13500,15623,30165,46540.91,46136,46929
"G78415","2010","78415",38152.56,37556,38521,37843.90,37362,38038,39271,38353.29,38255,38431
"G78416","2010","78416",16624.84,16476,17091,16345.29,16335,16396,15508,14045.00,14045,14236
"G78417","2010","78417",3100.04,3040,3258,3607.95,3607,3734,4176,4458.00,4442,4458
"G78418","2010","78418",19994.25,19606,22162,25056.98,24439,26530,29854,31626.47,31527,31635
"G78419","2010","78419",1482.67,0,1865,1472.66,0,2085,694,601.53,593,701
"G78501","2010","78501",54224.81,53259,54592,58111.67,57238,58861,61219,59810.29,59664,60103
"G78503","2010","78503",14184.88,14141,14229,17283.74,17273,17312,21706,23604.00,23604,23604
"G78504","2010","78504",18781.36,18416,19469,32538.33,31789,33412,48703,56414.71,56122,56561
"G78516","2010","78516",15042.63,14817,15574,26569.84,26416,26785,33722,35235.58,34798,36001
"G78520","2010","78520",45463.82,45088,45717,48697.23,48413,49196,59408,64816.62,64353,65299
"G78521","2010","78521",67729.73,66294,68311,84201.11,83289,85477,93818,88681.31,87087,89809
"G78526","2010","78526",11308.13,11041,12513,26713.35,25451,27393,42460,48476.69,47349,50082
"G78535","2010","78535",703.62,535,933,725.60,622,1028,581,498.45,484,650
"G78536","2010","78536",453.70,176,580,395.50,268,467,451,397.95,276,453
"G78537","2010","78537",21168.79,20236,22208,30290.99,30270,30360,39454,50865.07,50245,52067
"G78538","2010","78538",6688.82,6477,7095,8524.61,8500,8622,10657,12185.84,12119,12885
"G78539","2010","78539",19255.19,19052,19640,23397.32,23098,23941,30783,38604.85,38270,38929
"G78541","2010","78541",16136.97,15453,17095,26578.73,25799,27207,42431,50603.00,50120,50799
"G78542","2010","78542",17883.82,16483,18927,39099.31,37431,40436,63293,83195.80,81451,85059
"G78543","2010","78543",6403.84,6335,7152,7519.89,7471,7639,8447,7620.16,7084,7873
"G78545","2010","78545",389.60,199,839,497.47,418,664,555,390.61,372,419
"G78548","2010","78548",559.67,372,560,673.00,673,673,675,553.00,479,553
"G78549","2010","78549",969.58,932,1524,1041.00,1041,1041,990,889.24,880,1082
"G78550","2010","78550",45027.82,44578,45560,50767.98,50681,51197,53152,55745.10,55528,56052
"G78552","2010","78552",18849.97,18219,19598,27261.86,26801,27692,34111,38804.50,37974,39095
"G78557","2010","78557",3945.93,3600,3991,7863.69,7829,7873,12547,13975.92,13968,13978
"G78558","2010","78558",663.16,540,928,937.78,850,986,882,728.06,693,777
"G78559","2010","78559",8065.78,7640,8670,10781.18,10336,11094,12751,12360.68,12238,12846
"G78560","2010","78560",3262.01,3186,3510,3974.86,3914,4086,4368,4746.43,4711,4856
"G78561","2010","78561",592.90,298,884,759.56,744,817,779,665.00,665,665
"G78562","2010","78562",1917.36,1879,1997,2068.00,2068,2068,2868,3162.13,3055,3212
"G78563","2010","78563",447.01,221,740,605.53,351,753,376,337.27,245,381
"G78564","2010","78564",221.71,55,260,266.97,244,276,270,113.00,111,113
"G78565","2010","78565",605.00,605,605,488.00,488,488,402,302.22,291,347
"G78566","2010","78566",7756.92,7527,8048,12629.38,12208,13211,16230,17385.14,16939,18046
"G78567","2010","78567",581.10,439,712,579.95,575,580,533,575.03,568,592
"G78569","2010","78569",3362.81,3279,3500,3937.00,3928,3963,4039,3766.66,3732,3819
"G78570","2010","78570",20987.53,20815,21087,27630.74,27477,27767,32525,33419.85,33246,33891
"G78572","2010","78572",34756.38,34252,35607,52452.52,52447,52560,75221,79535.00,79307,79676
"G78573","2010","78573",14046.06,13691,14261,26884.22,26755,27170,34890,41359.58,40960,41745
"G78574","2010","78574",11948.61,11011,12510,34880.69,34598,35014,57071,65277.12,65027,65698
"G78575","2010","78575",2347.05,2342,2504,3695.24,3650,3807,8056,11931.76,11529,12200
"G78576","2010","78576",1545.44,1040,2057,3466.14,3355,3527,8775,11619.80,11503,12502
"G78577","2010","78577",35230.37,35080,35585,47520.74,47452,47631,70840,79929.86,79484,80048
"G78578","2010","78578",7757.07,7749,7767,9970.07,9962,9977,12516,10067.06,10056,10079
"G78579","2010","78579",2550.79,2348,3158,3812.55,3785,4343,4580,4127.84,3962,5175
"G78580","2010","78580",11660.62,11203,12160,12877.40,12798,12908,14963,13492.04,13440,13538
"G78582","2010","78582",24374.18,22286,25836,33900.68,33710,34183,40455,44603.28,44363,44645
"G78583","2010","78583",4095.96,3825,4187,4982.39,4630,5142,6623,5947.14,5798,6249
"G78584","2010","78584",13821.71,12334,14373,17323.65,16811,17491,18128,19323.18,19225,19427
"G78585","2010","78585",420.13,96,725,440.66,316,623,396,346.04,340,385
"G78586","2010","78586",33188.07,32386,33933,44909.79,43800,45990,55878,56781.51,55309,57929
"G78588","2010","78588",309.77,72,633,278.78,204,419,238,207.07,150,350
"G78589","2010","78589",18585.97,18555,19202,29034.00,29034,29034,38004,39143.42,39135,39166
"G78590","2010","78590",266.85,259,268,331.43,322,332,289,290.00,278,290
"G78591","2010","78591",286.42,149,522,239.26,213,243,265,157.88,121,208
"G78592","2010","78592",935.08,935,1029,967.19,967,978,836,773.00,773,795
"G78593","2010","78593",4442.96,4132,4625,5447.56,5318,5550,6324,5634.00,5634,5634
"G78594","2010","78594",1644.00,1599,1644,1897.00,1897,1897,1990,1745.00,1737,1745
"G78595","2010","78595",3066.00,3066,3066,5217.00,5217,5217,6082,6230.88,5544,6245
"G78596","2010","78596",39154.48,37495,39986,51553.00,50860,51737,63844,67761.81,65272,68555
"G78597","2010","78597",1796.00,1796,1796,2836.00,2836,2836,2885,2485.00,2479,2485
"G78598","2010","78598",287.81,223,323,415.00,347,415,226,319.00,251,319
"G78602","2010","78602",11480.24,10530,12974,18358.33,17379,20275,25160,33788.38,32603,34934
"G78605","2010","78605",2097.89,2032,2233,3612.26,3422,3914,4952,6147.82,5912,6474
"G78606","2010","78606",2972.57,2423,3482,4314.68,4174,4705,5205,5846.92,5633,5962
"G78607","2010","78607",135.48,103,223,195.60,154,246,166,151.79,144,193
"G78608","2010","78608",220.27,180,368,367.02,335,559,434,475.57,435,531
"G78609","2010","78609",1389.99,1386,1390,2108.90,2108,2111,2012,1963.50,1891,1965
"G78610","2010","78610",9044.86,7188,10116,13637.47,12580,14332,23502,44640.63,39777,46199
"G78611","2010","78611",7724.92,7370,7925,10876.20,10461,11271,12977,14795.04,14454,15058
"G78612","2010","78612",4958.25,3465,6505,8266.82,6465,10262,11457,15081.98,13612,15815
"G78613","2010","78613",12094.25,10940,13558,33954.11,33037,35395,65099,86648.31,84741,89907
"G78614","2010","78614",376.78,337,396,446.48,446,485,456,455.00,438,472
"G78615","2010","78615",927.65,836,1032,1229.60,1144,1356,1290,1621.88,1547,1875
"G78616","2010","78616",2905.09,1823,3854,5224.12,3700,6565,7092,11429.71,9304,14018
"G78617","2010","78617",8983.96,6607,12932,14524.85,12483,15423,22210,29774.60,26896,30539
"G78618","2010","78618",217.71,131,363,236.51,216,397,324,284.95,271,299
"G78619","2010","78619",1127.23,519,2269,1527.67,961,2524,3026,5289.36,3676,6123
"G78620","2010","78620",4785.53,4019,5404,9595.41,8859,10105,14367,22006.10,21609,22802
"G78621","2010","78621",10812.74,10057,11811,15356.62,13881,16537,21659,27523.49,26351,28399
"G78622","2010","78622",263.33,245,296,305.06,261,361,296,301.00,301,301
"G78623","2010","78623",230.81,150,689,527.07,332,916,813,1335.81,1274,1435
"G78624","2010","78624",14907.97,14321,15478,18067.81,17460,18496,21513,23105.90,22665,23172
"G78626","2010","78626",10725.28,9933,10917,18729.27,18101,18795,25996,40053.64,39810,42456
"G78628","2010","78628",13488.46,12994,14431,18809.63,18682,19245,23727,43625.59,42887,45377
"G78629","2010","78629",10823.91,10709,11048,11483.32,11420,11557,11887,12112.02,12069,12215
"G78631","2010","78631",1296.72,1117,1364,1785.60,1601,1840,2395,2724.82,2668,2829
"G78632","2010","78632",603.87,472,665,777.05,660,793,910,903.12,855,1032
"G78633","2010","78633",1587.74,1234,2066,7460.14,6897,7714,19349,27599.16,26349,28114
"G78634","2010","78634",2388.99,2292,3531,4844.28,4728,5752,22791,43564.37,43397,45421
"G78635","2010","78635",117.23,16,172,119.88,31,173,149,131.73,60,215
"G78636","2010","78636",2255.55,1957,2769,3116.26,2913,3250,3749,3917.47,3795,4229
"G78638","2010","78638",1238.20,975,1693,1608.96,1395,2001,2005,2349.70,2120,2683
"G78639","2010","78639",3433.54,3155,3539,5665.49,5554,5685,7334,8459.23,8332,8625
"G78640","2010","78640",7830.75,6632,9277,15969.13,14756,16861,42954,65089.43,64131,69799
"G78641","2010","78641",10830.99,7764,11389,20531.91,18676,21180,44295,81008.22,77528,82582
"G78642","2010","78642",3116.55,2967,3220,5742.01,5644,5948,9467,16998.32,16183,17452
"G78643","2010","78643",4963.73,4798,5222,5841.60,5740,5969,6139,6491.85,6420,6625
"G78644","2010","78644",11560.95,11225,12145,15193.50,14725,16013,17081,21512.97,20707,22567
"G78645","2010","78645",4055.74,3985,5770,7585.11,7580,8410,9773,13906.12,13906,13976
"G78648","2010","78648",6514.24,6333,6715,7337.37,7298,7467,7683,8390.99,8125,8499
"G78650","2010","78650",993.63,622,1580,1394.59,897,2018,1599,1916.21,1751,2490
"G78652","2010","78652",3479.51,3171,5718,3653.57,3192,4534,4466,9217.58,8419,9742
"G78653","2010","78653",3937.85,2863,4628,5532.21,4033,6751,16375,34246.91,32150,36539
"G78654","2010","78654",9797.77,9539,11365,14361.28,14115,14639,17553,19616.29,19446,20037
"G78655","2010","78655",1896.52,1524,2289,2275.68,1995,2678,2739,3089.05,3033,3165
"G78656","2010","78656",1564.27,1280,2084,2091.29,1741,2541,2271,2349.79,2135,2713
"G78657","2010","78657",2192.91,2049,2290,4308.93,4119,4369,5509,6570.58,6520,6575
"G78659","2010","78659",1590.51,1102,1747,2500.87,1712,2719,2903,3825.63,3720,3915
"G78660","2010","78660",11578.27,9793,12742,33789.47,31992,34798,68789,110648.23,108250,114461
"G78661","2010","78661",327.94,264,429,342.94,287,389,335,248.00,240,265
"G78662","2010","78662",1487.61,1013,1946,2055.95,1531,2584,2268,2990.57,2378,3741
"G78663","2010","78663",353.56,266,492,430.34,412,459,746,789.05,763,822
"G78664","2010","78664",20072.74,19208,21037,36808.46,35750,38464,52932,61373.33,58418,61825
"G78665","2010","78665",1195.55,564,1338,9543.17,8424,9862,35985,55129.77,52761,55356
"G78666","2010","78666",40234.00,39879,40967,51254.26,50820,52091,63836,86166.21,85535,86301
"G78669","2010","78669",3205.59,2998,3393,6056.91,5896,6289,8731,19300.11,18761,20231
"G78670","2010","78670",217.30,36,269,177.98,50,209,168,123.00,123,123
"G78671","2010","78671",622.81,618,816,625.00,625,770,654,663.78,662,719
"G78672","2010","78672",702.48,548,741,1015.11,922,1060,931,955.50,953,966
"G78675","2010","78675",162.95,150,293,199.07,185,366,188,240.69,218,453
"G78676","2010","78676",6000.38,5240,6416,9782.73,8961,10166,12602,14912.60,14237,15341
"G78677","2010","78677",83.22,79,123,61.53,55,62,92,78.00,43,78
"G78681","2010","78681",17759.15,16393,18154,31817.13,31198,31903,50606,61039.08,59213,61466
"G78701","2010","78701",3935.53,3882,3946,3895.98,3855,3904,6841,12970.56,11997,12971
"G78702","2010","78702",21518.76,21432,21769,22645.27,22489,23096,21334,25353.10,25241,25628
"G78703","2010","78703",18374.00,18374,18377,19536.00,19536,19536,19690,20397.44,20397,21371
"G78704","2010","78704",39225.98,39211,40435,43146.64,43117,44820,42117,49054.27,49039,49062
"G78705","2010","78705",23552.30,20533,24507,25962.03,23347,26891,31340,36411.06,32381,37218
"G78712","2010","78712",901.17,0,3910,887.99,0,3495,860,973.94,167,5004
"G78717","2010","78717",1771.10,1684,2565,8257.62,8209,8705,22538,36349.05,36308,38213
"G78719","2010","78719",4240.56,776,5075,1784.92,1585,2247,1764,1841.01,1797,3800
"G78721","2010","78721",9073.24,8823,9179,9968.45,9517,10142,11425,11261.33,10832,11667
"G78722","2010","78722",5597.83,5588,5795,6291.57,6261,6410,5901,7184.00,7184,7573
"G78723","2010","78723",23027.50,22797,24375,30299.93,30110,32133,28330,34555.04,34128,34574
"G78724","2010","78724",7062.13,7031,8336,14221.99,14165,15327,21696,29195.29,29059,30187
"G78725","2010","78725",1990.36,889,2017,3039.49,2028,3078,6083,10779.26,9513,11006
"G78726","2010","78726",675.92,360,1783,5670.71,3607,6383,13122,15175.61,14585,15797
"G78727","2010","78727",13842.26,13080,13950,22116.84,20684,22264,26689,31024.12,30782,31090
"G78728","2010","78728",8270.48,8237,8692,17298.98,17291,17387,20299,25566.63,25565,26024
"G78729","2010","78729",15358.00,14907,15392,24534.03,24414,24561,27108,31831.26,31622,31863
"G78730","2010","78730",1028.30,1009,1317,4686.12,4639,4847,7955,9749.60,9535,10173
"G78731","2010","78731",20847.20,20193,21502,24851.31,23720,26151,24614,26871.50,26692,27986
"G78732","2010","78732",920.02,914,934,3827.84,3667,3871,14060,18982.02,18538,19201
"G78733","2010","78733",3729.83,3419,4306,7101.72,7005,7912,8762,9528.84,9396,11029
"G78734","2010","78734",7476.23,7392,7726,13139.66,13014,13356,17655,23624.10,22731,24480
"G78735","2010","78735",3691.12,3459,4751,9637.32,9397,12477,16131,21027.22,20846,21446
"G78736","2010","78736",5115.81,4463,5467,6232.50,5497,6736,6946,9882.47,9039,10253
"G78737","2010","78737",4630.33,4144,5222,6790.23,6389,7101,12081,22032.26,21687,23392
"G78738","2010","78738",954.74,537,1287,4711.46,4308,5161,12134,20159.10,18389,21471
"G78739","2010","78739",3102.94,1502,3918,8652.72,8301,8844,16792,21539.18,21379,21555
"G78741","2010","78741",25494.01,24041,25933,40764.72,39280,40873,44935,49315.85,49307,49450
"G78742","2010","78742",651.71,333,5091,786.17,570,1719,820,920.15,762,1182
"G78744","2010","78744",23381.09,23075,24118,33776.84,33680,33807,42820,50808.51,50721,50996
"G78745","2010","78745",48006.34,47431,48443,53442.65,53053,54387,55614,59213.20,58203,60496
"G78746","2010","78746",19154.83,18606,19455,25926.28,25116,26023,26928,28945.01,28409,29043
"G78747","2010","78747",3101.07,3040,3157,5012.74,4982,5105,14808,22221.67,22005,22354
"G78748","2010","78748",16454.20,15760,18075,25491.58,25468,25497,40651,51551.00,51551,51551
"G78749","2010","78749",13487.02,12870,13756,27967.02,24930,28262,34449,36453.22,35161,37494
"G78750","2010","78750",20442.19,18789,21830,24135.40,21291,26250,26814,32161.32,29636,32800
"G78751","2010","78751",12531.07,11886,12535,13939.00,13939,13939,14385,16642.00,16642,16642
"G78752","2010","78752",14034.43,12113,15535,18242.58,15859,19805,18064,19511.82,18764,20937
"G78753","2010","78753",28416.65,24390,32881,42778.26,38657,48036,49301,58318.99,56312,59135
