GISJOIN,GEOGYEAR,ZCTAA,CL8AA1990,CL8AA1990L,CL8AA1990U,CL8AA2000,CL8AA2000L,CL8AA2000U,CL8AA2010,CL8AA2020,CL8AA2020L,CL8AA2020U
"G26041","2010","26041",18342.98,16744,19620,17198.33,16369,18086,16183,15068.47,13805,15183
"G26047","2010","26047",7360.29,6103,8086,6708.97,5429,7486,6222,5831.36,5189,5949
"G26050","2010","26050",1994.33,1926,2308,1872.93,1810,2115,1575,1389.91,1377,1574
"G26055","2010","26055",2017.01,1507,2689,1894.22,1486,2252,1756,1509.97,1414,2535
"G26056","2010","26056",113.23,73,137,97.12,55,122,93,84.67,46,108
"G26059","2010","26059",3069.95,2347,3919,3197.72,2575,3918,3082,3186.51,2507,3606
"G26060","2010","26060",1736.98,1409,2008,1807.60,1569,1964,1881,1602.29,1528,1644
"G26062","2010","26062",24346.63,23911,24934,22651.39,22227,23027,21801,21136.20,21033,21156
"G26070","2010","26070",9861.65,8766,10983,9162.03,9000,9263,8441,7802.31,7637,7820
"G26074","2010","26074",707.82,429,1497,942.78,886,953,1184,1064.32,446,1452
"G26075","2010","26075",594.83,491,631,544.30,454,570,505,423.29,373,544
"G26101","2010","26101",32193.21,30864,35006,31275.00,30344,32957,29999,28431.66,27948,29773
"G26104","2010","26104",17048.04,14607,18715,17308.53,14783,18714,16769,16586.98,14728,17341
"G26105","2010","26105",12337.95,11674,13124,12371.83,11783,13176,12333,12315.01,12109,12881
"G26133","2010","26133",1245.38,1010,1395,1386.53,1164,1485,1415,1369.81,1254,1593
"G26134","2010","26134",962.22,889,1225,1057.84,1017,1151,888,857.88,831,900
"G26136","2010","26136",830.44,637,1142,721.51,576,1011,644,579.97,474,702
"G26137","2010","26137",1013.71,771,1219,1018.10,847,1170,939,818.49,734,927
"G26138","2010","26138",92.73,9,121,105.25,46,145,127,103.97,70,121
"G26141","2010","26141",374.46,265,519,357.76,304,500,364,347.02,225,412
"G26142","2010","26142",2251.26,1783,2608,2429.02,1992,2784,2574,2501.48,2334,3323
"G26143","2010","26143",4099.41,3823,4585,4823.85,4667,5213,4547,4138.44,3904,4535
"G26146","2010","26146",1046.83,894,1478,1040.69,920,1410,1003,932.60,849,995
"G26147","2010","26147",2361.80,2002,2559,2125.40,1776,2267,2188,1710.42,1549,1781
"G26148","2010","26148",231.96,161,267,257.60,196,262,245,165.63,114,180
"G26149","2010","26149",2675.07,2431,3026,2583.01,2335,2949,2452,2111.71,2008,2317
"G26150","2010","26150",5080.75,4543,5404,5688.53,5208,5932,6309,5887.74,5515,6184
"G26151","2010","26151",601.33,340,798,598.02,460,756,558,481.11,413,622
"G26152","2010","26152",35.19,7,80,44.64,5,75,56,18.03,1,25
"G26155","2010","26155",10217.43,9406,10832,9389.33,8780,9655,8823,8088.73,7633,8257
"G26159","2010","26159",3017.95,2645,3316,2935.62,2841,3071,2745,2658.20,2567,2764
"G26160","2010","26160",880.33,847,950,892.45,865,930,960,842.82,772,904
"G26161","2010","26161",421.60,258,656,462.01,370,623,480,358.00,330,362
"G26164","2010","26164",8166.67,7960,8389,8224.37,8063,8396,8262,7842.60,7601,7978
"G26167","2010","26167",921.80,575,1305,879.85,555,1084,865,610.17,550,679
"G26169","2010","26169",853.20,788,897,826.72,811,878,842,770.14,760,807
"G26170","2010","26170",6042.75,5589,6435,5862.81,5611,6254,6137,6173.44,6064,6256
"G26175","2010","26175",3715.92,3282,4107,3585.13,3196,3996,3326,3291.29,3233,3325
"G26178","2010","26178",621.15,409,797,615.27,492,759,587,408.57,314,522
"G26180","2010","26180",2354.50,2030,3106,2338.35,1984,2993,2284,2123.09,1900,2341
"G26181","2010","26181",6077.74,4231,6681,6102.69,5368,6460,6127,6066.65,5142,6136
"G26184","2010","26184",2069.43,1176,2689,2268.56,1508,2918,2361,2197.75,2041,2318
"G26187","2010","26187",5434.08,5155,6316,5997.98,5706,6774,5982,6102.83,5944,6315
"G26201","2010","26201",18667.17,17854,19603,19277.13,18634,20094,19701,19445.10,19195,19670
"G26202","2010","26202",771.86,259,1069,689.16,207,942,641,582.20,248,629
"G26203","2010","26203",292.04,263,319,247.80,218,259,198,149.50,132,178
"G26205","2010","26205",3406.37,2812,3751,3635.08,3071,3986,3690,3467.28,3457,3756
"G26206","2010","26206",3136.57,2570,3384,3000.38,2400,3104,2976,2680.19,2555,2897
"G26208","2010","26208",1076.12,744,1196,1006.41,827,1084,973,849.00,717,911
"G26209","2010","26209",160.81,154,201,198.75,198,223,112,189.23,187,230
"G26215","2010","26215",192.72,90,257,180.01,149,203,167,182.30,128,207
"G26217","2010","26217",503.45,290,801,401.48,324,546,354,330.53,273,374
"G26218","2010","26218",2494.52,1983,2809,2422.50,2021,2594,2583,2642.74,2494,2711
"G26222","2010","26222",555.21,387,892,479.41,396,665,454,427.25,402,562
"G26224","2010","26224",279.47,197,367,224.33,138,314,221,187.30,180,210
"G26228","2010","26228",108.13,77,163,101.28,79,176,109,113.00,108,113
"G26230","2010","26230",187.88,104,305,161.65,82,270,124,104.70,100,112
"G26234","2010","26234",1356.39,1140,1538,1306.04,1189,1447,1454,1287.64,1243,1382
"G26236","2010","26236",19.00,19,19,46.00,46,46,29,16.75,13,19
"G26237","2010","26237",522.32,489,625,497.13,458,544,571,567.71,547,619
"G26238","2010","26238",664.23,377,1080,774.03,563,1125,739,638.91,568,813
"G26241","2010","26241",14364.41,14011,14988,14139.28,13834,14748,14591,14037.80,13876,14468
"G26250","2010","26250",4603.05,4359,4923,4685.70,4630,4862,5570,5458.44,5340,5471
"G26253","2010","26253",3018.85,2499,3368,3414.35,2903,3790,3490,3277.97,3040,3439
"G26254","2010","26254",305.87,224,342,294.84,220,328,303,314.30,250,343
"G26257","2010","26257",763.06,534,825,803.43,622,845,957,874.78,831,911
"G26259","2010","26259",155.03,34,339,193.56,72,450,176,150.14,91,207
"G26260","2010","26260",1538.18,1358,1867,1259.54,1120,1531,1377,1421.76,1258,1470
"G26261","2010","26261",3801.83,3518,4296,3332.81,3116,3633,2701,2257.79,2208,2425
"G26263","2010","26263",300.13,186,469,327.66,160,476,316,329.42,179,452
"G26264","2010","26264",632.23,490,839,647.24,537,768,642,548.38,541,652
"G26266","2010","26266",269.07,25,517,259.93,131,603,252,254.64,218,274
"G26267","2010","26267",300.07,230,525,236.72,223,405,369,370.09,362,416
"G26268","2010","26268",71.33,39,235,58.23,29,213,82,58.70,30,115
"G26269","2010","26269",1029.94,683,1198,1074.08,731,1180,1018,881.62,870,956
"G26270","2010","26270",761.76,574,941,808.92,633,946,755,627.13,510,764
"G26271","2010","26271",419.21,313,584,446.77,339,556,383,319.55,260,446
"G26273","2010","26273",1435.97,1080,1724,1739.38,1526,2002,2041,1990.22,1979,2178
"G26275","2010","26275",697.06,609,735,651.98,616,655,744,590.00,590,590
"G26276","2010","26276",344.61,327,444,366.48,348,450,356,349.42,244,432
"G26278","2010","26278",529.41,317,648,542.65,378,620,591,568.46,560,619
"G26280","2010","26280",1901.89,1520,2249,1786.45,1424,2110,1710,1544.83,1326,1600
"G26282","2010","26282",88.76,82,111,76.52,70,98,60,75.00,70,79
"G26283","2010","26283",1601.19,1266,1729,1694.90,1353,1787,1734,1634.98,1432,1717
"G26285","2010","26285",326.58,264,640,285.60,240,463,304,310.28,254,382
"G26287","2010","26287",3336.04,3146,3673,3300.68,3185,3669,3131,2924.87,2898,2935
"G26288","2010","26288",4451.59,4059,4955,3924.15,3700,4206,3603,3377.29,3252,3422
"G26291","2010","26291",97.20,47,372,113.25,69,152,165,137.70,84,141
"G26292","2010","26292",965.99,876,966,822.91,740,823,836,805.71,739,806
"G26293","2010","26293",506.56,428,671,630.90,498,813,600,553.68,523,557
"G26294","2010","26294",924.19,893,1080,854.40,821,861,729,591.00,542,596
"G26296","2010","26296",264.94,154,332,220.76,205,284,177,174.71,147,185
"G26298","2010","26298",144.57,96,154,114.88,102,122,96,74.29,61,78
"G26301","2010","26301",32418.39,30755,34248,30966.88,29843,32457,30435,28619.36,28034,29132
"G26320","2010","26320",897.28,589,1144,952.78,725,1202,1000,722.46,605,785
"G26321","2010","26321",395.48,197,455,405.04,230,448,354,360.66,337,378
"G26323","2010","26323",687.52,649,1046,644.12,593,968,602,390.83,383,746
"G26325","2010","26325",354.06,275,367,372.15,314,385,320,260.50,259,262
"G26327","2010","26327",69.96,55,128,72.90,57,106,83,52.50,51,54
"G26330","2010","26330",11489.95,10526,12691,12388.46,11566,13562,14377,15651.27,14729,16771
"G26335","2010","26335",1324.19,1071,1594,1405.90,1182,1642,1378,1145.36,977,1338
"G26337","2010","26337",1219.51,1094,1374,1266.72,1143,1363,1218,1012.91,914,1042
"G26338","2010","26338",703.11,452,1088,670.76,471,1009,629,649.70,606,750
"G26339","2010","26339",175.91,164,234,231.61,220,323,255,239.00,222,282
"G26342","2010","26342",590.72,350,841,524.77,305,750,509,427.09,367,493
"G26343","2010","26343",339.28,187,603,428.99,237,699,445,466.17,354,503
"G26346","2010","26346",1020.10,929,1120,977.95,872,1087,972,727.77,635,802
"G26347","2010","26347",1962.65,1292,2925,1925.21,1291,2899,2068,2142.23,1401,2668
"G26348","2010","26348",230.36,107,379,231.00,231,231,196,185.00,185,196
"G26349","2010","26349",154.65,53,310,128.99,36,270,132,117.85,41,126
"G26351","2010","26351",3694.33,3282,4249,3416.75,3030,3784,5120,4346.80,4178,4474
"G26354","2010","26354",10742.41,10382,10996,10886.62,10470,11050,11135,10730.00,10515,11044
"G26361","2010","26361",260.77,200,431,282.49,213,466,263,189.00,189,189
"G26362","2010","26362",3233.40,3052,3660,3201.18,3097,3499,3378,2871.58,2776,3006
"G26366","2010","26366",313.74,305,626,150.25,142,213,144,87.32,68,308
"G26369","2010","26369",712.63,710,1112,726.91,724,1158,762,560.00,560,560
"G26372","2010","26372",576.32,327,1067,625.36,370,1129,686,765.36,609,1027
"G26374","2010","26374",1180.58,1006,1595,1256.73,1182,1512,1375,1366.77,1196,1547
"G26376","2010","26376",529.63,231,664,513.80,263,662,463,401.45,312,428
"G26377","2010","26377",855.58,665,1096,683.04,629,743,700,558.01,444,588
"G26378","2010","26378",3784.31,3216,4717,4026.89,3532,4672,3820,4147.89,3790,4210
"G26384","2010","26384",646.46,430,1040,581.80,402,964,520,426.66,379,548
"G26385","2010","26385",3307.56,2871,3954,3695.04,3240,4125,3872,3596.98,3272,3913
"G26386","2010","26386",2420.51,2265,2962,2449.48,2275,2777,2411,1982.85,1636,2384
"G26404","2010","26404",407.82,140,919,495.01,195,951,458,347.62,323,420
"G26405","2010","26405",1176.99,972,1411,1102.32,1002,1155,1179,1061.28,927,1155
"G26408","2010","26408",2514.43,1426,3128,2560.99,1491,2889,2852,2780.09,2133,3201
"G26410","2010","26410",1073.20,956,1337,1163.60,1091,1208,1037,1020.98,943,1111
"G26411","2010","26411",657.82,549,739,688.62,585,753,707,631.93,468,651
"G26412","2010","26412",510.00,288,735,563.98,349,734,546,502.02,382,575
"G26415","2010","26415",3344.62,3126,3594,3396.15,3210,3609,4016,3614.36,2748,3830
"G26416","2010","26416",7295.75,6899,7953,7163.68,6984,7528,7529,7050.40,6904,7291
"G26419","2010","26419",1355.79,1084,1870,1253.39,1129,1663,1131,850.68,800,982
"G26421","2010","26421",227.50,153,263,264.91,188,294,262,187.12,139,207
"G26422","2010","26422",535.04,145,724,514.68,151,626,606,343.49,315,346
"G26424","2010","26424",311.60,67,620,325.23,114,575,318,218.15,64,348
"G26425","2010","26425",1372.28,1160,1540,1311.93,1186,1385,1216,1004.35,920,1073
"G26426","2010","26426",7485.83,7035,8245,7525.34,7307,8074,7003,6772.65,6710,7014
"G26430","2010","26430",459.51,291,547,431.38,403,502,466,365.90,341,408
"G26431","2010","26431",6322.51,5303,6866,6335.80,5543,6803,5950,6081.46,5289,6601
"G26435","2010","26435",126.61,87,197,106.01,71,160,98,100.68,87,175
"G26436","2010","26436",196.15,67,211,205.66,41,224,204,159.66,24,172
"G26437","2010","26437",759.58,503,954,657.39,568,704,645,473.89,473,481
"G26438","2010","26438",185.30,46,190,188.71,57,197,176,158.00,158,158
"G26440","2010","26440",1080.91,715,1329,1111.66,1066,1342,1135,1197.89,1106,1260
"G26443","2010","26443",271.02,135,405,274.17,128,388,258,230.96,119,267
"G26444","2010","26444",3723.95,3510,3979,3514.95,3397,3637,3639,3453.07,3343,3616
"G26447","2010","26447",1051.59,664,1356,1040.40,675,1357,1055,1099.09,1026,1230
"G26448","2010","26448",1348.99,1145,1664,1309.64,1134,1582,1421,1120.06,988,1310
"G26451","2010","26451",566.20,519,643,700.14,651,776,685,506.09,449,559
"G26452","2010","26452",10559.89,9127,11703,10007.36,8767,11069,9676,9811.19,9394,10291
"G26456","2010","26456",3506.72,3099,4103,3598.75,3311,4024,3734,3282.69,3121,4300
"G26501","2010","26501",18497.42,17666,19629,18052.82,17340,18651,19616,18887.44,17864,19647
"G26505","2010","26505",29922.26,28628,31229,31168.68,30090,32250,38772,41214.66,39336,43203
"G26508","2010","26508",18549.35,16766,20123,23126.12,21668,24401,29170,35894.93,33323,38402
"G26519","2010","26519",1569.70,1311,1782,1637.92,1424,1723,1836,1856.72,1716,1894
"G26520","2010","26520",873.01,766,923,797.68,708,858,778,745.81,651,806
"G26521","2010","26521",372.70,284,547,361.36,271,481,346,272.99,271,274
"G26525","2010","26525",3491.45,3360,3739,3955.26,3926,4164,7064,8500.53,8467,8654
"G26534","2010","26534",829.84,782,851,780.42,768,784,789,1362.69,1325,1367
"G26537","2010","26537",5534.78,5422,5773,5553.03,5486,5678,5721,5524.32,5486,5651
"G26541","2010","26541",2481.12,1569,3368,3703.36,3241,4453,2624,3286.99,2889,3776
"G26542","2010","26542",2456.67,2138,2524,2313.25,1979,2377,2547,2669.50,2468,2745
"G26543","2010","26543",408.17,162,606,180.75,77,233,252,171.19,111,251
"G26547","2010","26547",1650.94,1315,2126,1994.86,1752,2483,2376,2476.76,2268,2806
"G26554","2010","26554",40716.67,39771,41240,40987.54,40313,41553,41369,42457.43,42273,42614
"G26559","2010","26559",1415.99,1397,1538,1247.15,1247,1283,1269,1149.00,1149,1194
"G26560","2010","26560",263.28,36,474,235.35,132,333,227,178.00,178,178
"G26562","2010","26562",751.12,471,1253,730.58,540,1083,634,577.50,519,619
"G26563","2010","26563",422.87,392,457,387.79,360,428,381,354.37,322,380
"G26568","2010","26568",697.49,438,945,676.87,437,863,679,580.13,353,981
"G26570","2010","26570",3846.99,2956,4400,3574.51,3001,4015,3595,3444.26,3260,3781
"G26571","2010","26571",1987.57,1574,2996,1904.66,1540,2831,1833,1792.69,1567,2078
"G26572","2010","26572",125.00,125,125,146.00,146,146,136,126.00,126,182
"G26574","2010","26574",749.30,521,835,710.75,533,763,664,714.90,527,802
"G26575","2010","26575",1018.73,813,1102,909.76,865,982,827,671.38,581,735
"G26576","2010","26576",611.64,239,683,597.24,267,652,608,541.00,541,541
"G26581","2010","26581",1214.12,1022,1324,1188.79,1011,1189,1104,807.20,788,910
"G26582","2010","26582",5488.46,4820,6354,5447.67,4870,6062,5335,4921.58,4580,5163
"G26585","2010","26585",624.25,521,758,580.62,532,690,479,474.45,445,516
"G26586","2010","26586",178.14,147,185,251.82,192,265,209,178.25,135,188
"G26587","2010","26587",448.90,208,544,392.42,181,493,432,358.82,308,378
"G26588","2010","26588",2677.63,2261,3552,2639.61,2369,3222,2611,2493.22,2365,2698
"G26590","2010","26590",835.51,676,924,867.17,799,891,791,714.59,686,728
"G26591","2010","26591",1622.97,1245,2169,1585.69,1256,2033,1511,1391.82,1192,1633
"G26601","2010","26601",4215.40,3910,4801,5148.08,4784,5733,4898,4325.02,4137,4556
"G26610","2010","26610",1219.95,771,1482,1217.35,806,1397,1090,1111.42,935,1202
"G26611","2010","26611",233.15,104,516,223.10,106,489,224,216.33,204,306
"G26615","2010","26615",256.99,76,370,271.89,181,391,245,229.00,221,229
"G26617","2010","26617",238.01,149,388,211.59,139,354,187,212.05,137,271
"G26619","2010","26619",538.20,270,1014,599.77,327,775,606,551.50,420,617
"G26621","2010","26621",667.76,366,943,760.59,490,1026,757,724.15,658,894
"G26623","2010","26623",1058.09,775,1305,1262.83,1101,1514,1189,972.14,778,1169
"G26624","2010","26624",2780.06,2466,2965,2902.82,2812,2946,2950,2501.51,2422,2632
"G26627","2010","26627",422.09,160,601,418.27,164,599,447,343.34,196,416
"G26629","2010","26629",317.13,187,518,344.32,196,601,309,289.09,228,373
"G26631","2010","26631",259.94,143,543,333.86,233,549,352,317.81,296,475
"G26636","2010","26636",499.01,274,848,482.96,254,801,487,338.78,236,464
"G26638","2010","26638",172.08,82,391,135.39,76,343,178,182.86,129,238
"G26651","2010","26651",9321.20,8537,10273,9322.62,8812,9975,9650,9267.78,8918,9599
"G26656","2010","26656",551.24,251,1104,465.88,372,659,401,328.76,324,519
"G26660","2010","26660",239.09,160,314,271.25,179,330,255,298.92,231,314
"G26662","2010","26662",1000.61,705,1306,1080.71,811,1404,1154,1212.09,1002,1343
"G26676","2010","26676",530.17,450,1048,481.30,412,673,435,410.14,393,541
"G26678","2010","26678",1025.63,946,1026,1171.52,1141,1172,1247,1218.00,1218,1228
"G26679","2010","26679",1605.55,1413,1757,1817.46,1610,1987,1896,1834.27,1538,1929
"G26680","2010","26680",337.04,317,456,310.86,298,362,340,297.77,274,322
"G26681","2010","26681",1405.96,988,1690,1524.46,1323,1791,1486,1314.75,1151,1716
"G26684","2010","26684",73.82,0,216,111.42,0,318,116,97.73,3,354
"G26690","2010","26690",764.15,105,1003,641.71,239,699,584,438.23,205,487
"G26691","2010","26691",465.12,303,1266,446.11,309,1172,417,405.00,380,405
"G26704","2010","26704",3366.77,3049,3655,4502.32,3974,4904,5663,5551.57,5214,5649
"G26705","2010","26705",1167.82,930,1408,1100.70,988,1175,1077,994.60,852,1096
"G26707","2010","26707",459.80,417,555,358.51,300,408,344,279.62,272,322
"G26710","2010","26710",1716.45,1421,2057,1910.78,1650,2190,2133,1864.84,1738,2015
"G26711","2010","26711",1355.48,858,1700,1940.31,1663,2354,2655,2586.02,2511,2715
"G26714","2010","26714",219.66,93,390,415.92,155,687,482,501.43,413,833
"G26716","2010","26716",699.75,595,765,707.70,625,775,706,659.33,656,743
"G26717","2010","26717",1288.10,1273,1406,1137.84,1124,1206,1170,1062.00,962,1100
"G26719","2010","26719",2368.11,2000,2588,2610.00,2299,2859,2785,2692.09,2381,3017
"G26720","2010","26720",204.98,155,282,179.49,130,238,174,132.38,90,135
"G26722","2010","26722",614.05,471,653,627.02,615,628,599,688.45,573,720
"G26726","2010","26726",12972.88,12349,13390,12827.17,12232,13195,13306,13002.88,12666,13365
"G26731","2010","26731",226.00,174,339,293.19,217,412,382,316.89,251,417
"G26739","2010","26739",871.64,758,954,821.81,796,824,889,750.00,747,755
"G26743","2010","26743",1389.11,1162,1633,1539.76,1360,1757,1613,1521.98,1408,1692
"G26750","2010","26750",1108.40,1108,1158,1023.01,1021,1046,891,738.27,737,751
"G26753","2010","26753",5705.59,5145,6512,5905.65,5328,6453,6254,5988.35,5485,6394
"G26755","2010","26755",662.25,453,1153,778.80,543,1535,833,915.73,787,1121
"G26757","2010","26757",5485.31,5146,5633,5803.27,5644,5932,6464,6229.63,6074,6379
"G26761","2010","26761",512.08,394,620,696.80,575,747,685,617.47,504,728
"G26763","2010","26763",1167.49,961,1614,1300.83,1156,1539,1540,1446.32,1319,1772
"G26764","2010","26764",4204.01,3921,4495,4091.13,4024,4209,4220,4075.91,3961,4194
"G26767","2010","26767",819.87,459,1055,816.20,711,999,768,677.53,581,840
"G26801","2010","26801",1000.27,786,1152,1092.90,869,1253,1118,1165.54,938,1229
"G26802","2010","26802",1304.37,1075,1519,1433.81,1286,1599,1357,943.31,864,1094
"G26804","2010","26804",811.94,451,1021,740.85,567,934,709,526.89,421,606
"G26807","2010","26807",3041.80,2567,3640,3168.96,2805,3486,2947,2422.34,2225,2678
"G26808","2010","26808",523.93,433,889,748.38,663,821,967,789.26,730,923
"G26810","2010","26810",241.79,114,427,301.64,171,570,329,362.45,142,393
"G26812","2010","26812",1447.19,1274,1706,1688.91,1445,1932,1705,1762.41,1759,1960
"G26814","2010","26814",522.02,343,1021,511.15,442,614,415,360.06,297,400
"G26815","2010","26815",667.26,629,827,693.88,677,763,646,577.19,531,645
"G26817","2010","26817",288.42,176,462,370.62,222,609,443,374.91,298,398
"G26818","2010","26818",447.39,412,624,643.83,610,813,709,778.00,766,969
"G26823","2010","26823",155.64,89,207,156.05,114,210,198,183.00,116,237
"G26833","2010","26833",1815.93,1502,2052,2063.96,1804,2226,2309,2205.09,2060,2379
